station_id,name,lat,lon,capacity
210740080,Gare du Nord - Hôpital Lariboisière,48.881949,2.352339,49
27362896,Beffroy,48.886591074488,2.2613945603371,26
63498079,Marché Secrétan,48.8812549637948,2.37346328794956,26
213699913,Place de l'Édit de Nantes,48.88879,2.3785,30
101740379,Boulard - Daguerre,48.8344647268061,2.32933860272169,45
647826568,Saint-Germain - Thenard,48.850571,2.3471015,31
100767550,Mairie du 4ème,48.855949910497,2.3563823103905,44
378626842,Anatole France - Louise Michel,48.8887321492647,2.28815764188767,50
985828965,Place de Verdun,48.8202823,2.473775,40
323486248,Montgallet - Reuilly,48.844291,2.3896481,15
49807107,Flandrin - Henri Martin,48.8643275,2.2724174,18
631773910,Carnot - Pâquerettes,48.7959293943251,2.42618411779404,26
49368561,Jules Ferry - Faubourg du Temple Paris,48.868397,2.3678933,58
653203262,Parc Pierre Lagravère,48.9265048813172,2.23906967849142,30
54000595,Navier - Epinettes,48.8958778076915,2.32267767190933,54
19016722230,Raymond Poincaré - Allée de la Marche,48.838634069623,2.1724102640451,23
419381597,"Professeur René Leriche - Général Leclerc ",48.9078284548301,2.30788797140122,50
11004671601,Capitaine Glarner - Gabriel Péri,48.9024499004187,2.33048075334257,27
20432939844,Labouret - Saint-Denis,48.924066621513,2.2539156570765,24
27363137,Hameau Fleuri - Marché,48.8314488926083,2.24124044179916,22
20440192915,De Gaulle - Castelnau,48.772695647197,2.3403334480725,18
102304517,Pereire - Place de Wagram,48.8870706075812,2.30411112453146,46
128889359,Champ de Mars - Cler,48.8566915501153,2.30664677917957,40
101490103,Saint-Jacques - Tombe Issoire,48.8332063305389,2.33691081404686,23
100872260,Duroc - Place de Breteuil,48.847460641142,2.3126140236855,42
213848056,Parvis Corentin Celton,48.827472525227,2.2784319519997,55
20431248994,Charles Robin - Grange aux Belles,48.877376705016,2.3698456519833,23
653127524,Gustave Eiffel - Parc des Impressionnistes,48.9039061965102,2.29469083249569,30
82587428,Dupont de l'Eure - Gambetta,48.8679385,2.4003649,31
13283986,Keller - La Roquette,48.8555508,2.3752778,34
100910836,Parmentier - Fontaine au Roi,48.8678767055174,2.37270597867147,48
6515,Rougemont - Poissonnière,48.8716115693548,2.345873080194,44
41523981,Mairie du 15ème,48.8417762,2.2986539,46
1034247348,Place des Larris,48.8568363,2.4780236,34
39536951,Vistule - Choisy,48.8236554366061,2.36157238483429,33
27415169,Nationale - Marcel Duchamp,48.8246374933714,2.36780147999525,23
30179848,Saint-Blaise - Mouraud,48.8569617759782,2.40869477391243,27
27363029,Charonne - Philippe-Auguste,48.855603162026,2.39054639062,32
484889494,Hôtel de Ville de Levallois Perret,48.8931445199742,2.28888183832169,26
54000607,Convention - Saint-Charles,48.843156111116,2.2831090539694,23
27415215,Romain Rolland,48.8202152296628,2.32341442344183,25
129161858,République - Henri Barbusse,48.9066155362675,2.38943248987198,32
653035822,Jeûneurs - Mulhouse,48.868997,2.346925,28
27415285,Place de Finlande,48.862408335967,2.3113624379039,25
27363256,Thérèse - Opéra,48.866483514509,2.3344334212238,25
100902274,Roquépine - Malesherbes,48.873450733908,2.3204044997692,53
100770878,Poissy - Saint-Germain,48.84969649427,2.3529685288668,25
75313725,Ferrus - Saint-Jacques,48.8313878,2.3408563,34
653069115,Claude Vellefaux - Sambre et Meuse,48.875022,2.370478,34
52453,Le Vau - Maurice Bertaux,48.8680343904319,2.41103061245363,25
1055553396,Mornay - Sully,48.8497039954842,2.3644607886672,15
210394523,Porte Saint-Martin,48.86860172113,2.35570102930069,34
66505513,François 1er - Lincoln,48.869517979344,2.3024262188416,31
1056959071,Place Mireille Havet,48.850533,2.383756,43
486833337,Bachaumont - Montmartre,48.8661739507914,2.34497755765915,33
17638171254,Charles de Gaulle - Louis Philippe,48.881742142181,2.2710045335353,28
54001190,Mairie du 19ème,48.8825626424796,2.38126248121262,27
82569809,Jardin Marguerite Long,48.8816985773914,2.28365756571293,22
266052390,Melun - Jean Jaurès,48.8837796723475,2.37647742033005,28
37952191,Jean Jaurès - Reine,48.8400962255885,2.23987251520157,31
34300292,Argenson - Château,48.8885593146695,2.26420015096664,25
82554786,Place de l'Eglise - Pantin,48.8928094615203,2.4124351143837,30
268976295,Butte aux Cailles - Esperance,48.8275877419095,2.34921511262655,36
76488849,"Fernand Braudel - Vincent Auriol ",48.8363785231815,2.3723404482007,36
460558111,Square du Bataclan,48.8633762,2.3711327,20
66491368,Sorbonne - Ecoles,48.849686566191,2.3434996604919,69
15401095,Versailles - Claude Terrasse,48.840219338074,2.263834191153,46
